"county","grade_level","sex","total_overweight","total_obese","total_overweight_or_obese","total_healthy","num_asian","num_black","num_hisp","num_am_ind","num_white","num_female","num_male","num_lep","num_multi","num_swd","num_ecdis"
"FRANKLIN","ELEMENTARY","MALE",57,57,135,175,1,1,34,869,475,724,731,0,75,209,1089
"FRANKLIN","MIDDLE/HIGH","FEMALE",27,27,70,69,4,1,14,3,706,369,380,0,21,119,380
"FRANKLIN","MIDDLE/HIGH","FEMALE",27,27,70,69,1,1,34,869,475,724,731,0,75,209,1089
"FRANKLIN","MIDDLE/HIGH","MALE",27,27,82,68,4,1,14,3,706,369,380,0,21,119,380
"FRANKLIN","MIDDLE/HIGH","MALE",27,27,82,68,1,1,34,869,475,724,731,0,75,209,1089
"FULTON","ELEMENTARY","FEMALE",24,24,34,71,17,12,61,3,1424,729,821,11,33,183,783
"FULTON","ELEMENTARY","MALE",18,18,38,83,17,12,61,3,1424,729,821,11,33,183,783
"FULTON","MIDDLE/HIGH","FEMALE",17,17,30,34,17,12,61,3,1424,729,821,11,33,183,783
"FULTON","MIDDLE/HIGH","MALE",7,7,21,40,17,12,61,3,1424,729,821,11,33,183,783
"GENESEE","ELEMENTARY","FEMALE",36,36,91,155,22,298,213,26,1672,1084,1222,47,75,282,1338
"GENESEE","ELEMENTARY","MALE",39,39,94,169,22,298,213,26,1672,1084,1222,47,75,282,1338
"GENESEE","MIDDLE/HIGH","FEMALE",37,37,71,70,22,298,213,26,1672,1084,1222,47,75,282,1338
"GENESEE","MIDDLE/HIGH","MALE",32,32,72,106,22,298,213,26,1672,1084,1222,47,75,282,1338
"GREENE","ELEMENTARY","FEMALE",49,49,90,140,9,22,104,3,983,591,614,11,84,215,615
"GREENE","ELEMENTARY","FEMALE",49,49,90,140,9,35,96,1,1059,568,683,9,51,154,475
"GREENE","ELEMENTARY","MALE",61,61,124,151,9,22,104,3,983,591,614,11,84,215,615
"GREENE","ELEMENTARY","MALE",61,61,124,151,9,35,96,1,1059,568,683,9,51,154,475
"GREENE","MIDDLE/HIGH","FEMALE",31,31,76,86,9,22,104,3,983,591,614,11,84,215,615
"GREENE","MIDDLE/HIGH","FEMALE",31,31,76,86,9,35,96,1,1059,568,683,9,51,154,475
"GREENE","MIDDLE/HIGH","MALE",30,30,70,87,9,22,104,3,983,591,614,11,84,215,615
"GREENE","MIDDLE/HIGH","MALE",30,30,70,87,9,35,96,1,1059,568,683,9,51,154,475
"JEFFERSON","ELEMENTARY","FEMALE",151,151,328,724,11,14,34,4,1787,946,948,4,44,333,944
"JEFFERSON","ELEMENTARY","FEMALE",151,151,328,724,101,280,600,16,2441,1845,1872,96,279,533,1910
"JEFFERSON","ELEMENTARY","FEMALE",151,151,328,724,3,6,29,5,794,442,425,1,30,108,412
"JEFFERSON","ELEMENTARY","FEMALE",151,151,328,724,49,155,357,14,2374,1532,1659,40,242,542,1636
"JEFFERSON","ELEMENTARY","MALE",184,184,397,745,11,14,34,4,1787,946,948,4,44,333,944
"JEFFERSON","ELEMENTARY","MALE",184,184,397,745,101,280,600,16,2441,1845,1872,96,279,533,1910
"JEFFERSON","ELEMENTARY","MALE",184,184,397,745,3,6,29,5,794,442,425,1,30,108,412
"JEFFERSON","ELEMENTARY","MALE",184,184,397,745,49,155,357,14,2374,1532,1659,40,242,542,1636
"JEFFERSON","MIDDLE/HIGH","FEMALE",124,124,242,330,11,14,34,4,1787,946,948,4,44,333,944
"JEFFERSON","MIDDLE/HIGH","FEMALE",124,124,242,330,101,280,600,16,2441,1845,1872,96,279,533,1910
"JEFFERSON","MIDDLE/HIGH","FEMALE",124,124,242,330,3,6,29,5,794,442,425,1,30,108,412
"JEFFERSON","MIDDLE/HIGH","FEMALE",124,124,242,330,49,155,357,14,2374,1532,1659,40,242,542,1636
"JEFFERSON","MIDDLE/HIGH","MALE",114,114,275,363,11,14,34,4,1787,946,948,4,44,333,944
"JEFFERSON","MIDDLE/HIGH","MALE",114,114,275,363,101,280,600,16,2441,1845,1872,96,279,533,1910
"JEFFERSON","MIDDLE/HIGH","MALE",114,114,275,363,3,6,29,5,794,442,425,1,30,108,412
"JEFFERSON","MIDDLE/HIGH","MALE",114,114,275,363,49,155,357,14,2374,1532,1659,40,242,542,1636
"LIVINGSTON","ELEMENTARY","FEMALE",9,9,21,41,17,10,89,2,719,421,452,35,36,120,339
"LIVINGSTON","ELEMENTARY","MALE",9,9,21,65,17,10,89,2,719,421,452,35,36,120,339
"LIVINGSTON","MIDDLE/HIGH","FEMALE",13,13,22,37,17,10,89,2,719,421,452,35,36,120,339
"LIVINGSTON","MIDDLE/HIGH","MALE",10,10,22,41,17,10,89,2,719,421,452,35,36,120,339
"MADISON","ELEMENTARY","FEMALE",49,49,103,191,9,13,40,7,1164,641,652,7,60,188,682
"MADISON","ELEMENTARY","FEMALE",49,49,103,191,16,11,59,3,1745,933,971,3,70,295,755
"MADISON","ELEMENTARY","MALE",49,49,120,209,9,13,40,7,1164,641,652,7,60,188,682
"MADISON","ELEMENTARY","MALE",49,49,120,209,16,11,59,3,1745,933,971,3,70,295,755
"MADISON","MIDDLE/HIGH","FEMALE",46,46,98,106,9,13,40,7,1164,641,652,7,60,188,682
"MADISON","MIDDLE/HIGH","FEMALE",46,46,98,106,16,11,59,3,1745,933,971,3,70,295,755
"MADISON","MIDDLE/HIGH","MALE",42,42,99,117,9,13,40,7,1164,641,652,7,60,188,682
"MADISON","MIDDLE/HIGH","MALE",42,42,99,117,16,11,59,3,1745,933,971,3,70,295,755
"MONROE","ELEMENTARY","FEMALE",620,620,1123,2582,385,238,232,1,2395,1751,1767,151,267,405,687
"MONROE","ELEMENTARY","FEMALE",620,620,1123,2582,72,636,744,5,1367,1510,1534,121,220,314,1841
"MONROE","ELEMENTARY","FEMALE",620,620,1123,2582,114,340,448,9,2537,1733,1883,79,168,384,1272
"MONROE","ELEMENTARY","FEMALE",620,620,1123,2582,47,94,254,6,3885,2140,2270,24,124,487,1206
"MONROE","ELEMENTARY","FEMALE",620,620,1123,2582,4,74,132,4,732,490,517,10,61,179,521
"MONROE","ELEMENTARY","FEMALE",620,620,1123,2582,81,301,261,9,2886,1809,1944,56,215,389,1205
"MONROE","ELEMENTARY","FEMALE",620,620,1123,2582,834,752,440,10,3220,2760,2843,354,347,540,2382
"MONROE","ELEMENTARY","FEMALE",620,620,1123,2582,39,128,316,8,2635,1615,1693,41,182,482,1454
"MONROE","ELEMENTARY","FEMALE",620,620,1123,2582,244,312,582,13,6880,4039,4283,165,291,766,1823
"MONROE","ELEMENTARY","MALE",637,637,1257,2748,385,238,232,1,2395,1751,1767,151,267,405,687
"MONROE","ELEMENTARY","MALE",637,637,1257,2748,72,636,744,5,1367,1510,1534,121,220,314,1841
"MONROE","ELEMENTARY","MALE",637,637,1257,2748,114,340,448,9,2537,1733,1883,79,168,384,1272
"MONROE","ELEMENTARY","MALE",637,637,1257,2748,47,94,254,6,3885,2140,2270,24,124,487,1206
"MONROE","ELEMENTARY","MALE",637,637,1257,2748,4,74,132,4,732,490,517,10,61,179,521
"MONROE","ELEMENTARY","MALE",637,637,1257,2748,81,301,261,9,2886,1809,1944,56,215,389,1205
"MONROE","ELEMENTARY","MALE",637,637,1257,2748,834,752,440,10,3220,2760,2843,354,347,540,2382
"MONROE","ELEMENTARY","MALE",637,637,1257,2748,39,128,316,8,2635,1615,1693,41,182,482,1454
"MONROE","ELEMENTARY","MALE",637,637,1257,2748,244,312,582,13,6880,4039,4283,165,291,766,1823
"MONROE","MIDDLE/HIGH","FEMALE",479,479,911,1638,385,238,232,1,2395,1751,1767,151,267,405,687
"MONROE","MIDDLE/HIGH","FEMALE",479,479,911,1638,72,636,744,5,1367,1510,1534,121,220,314,1841
"MONROE","MIDDLE/HIGH","FEMALE",479,479,911,1638,114,340,448,9,2537,1733,1883,79,168,384,1272
"MONROE","MIDDLE/HIGH","FEMALE",479,479,911,1638,47,94,254,6,3885,2140,2270,24,124,487,1206
"MONROE","MIDDLE/HIGH","FEMALE",479,479,911,1638,4,74,132,4,732,490,517,10,61,179,521
"MONROE","MIDDLE/HIGH","FEMALE",479,479,911,1638,81,301,261,9,2886,1809,1944,56,215,389,1205
"MONROE","MIDDLE/HIGH","FEMALE",479,479,911,1638,834,752,440,10,3220,2760,2843,354,347,540,2382
"MONROE","MIDDLE/HIGH","FEMALE",479,479,911,1638,39,128,316,8,2635,1615,1693,41,182,482,1454
"MONROE","MIDDLE/HIGH","FEMALE",479,479,911,1638,244,312,582,13,6880,4039,4283,165,291,766,1823
"MONROE","MIDDLE/HIGH","MALE",461,461,968,1606,385,238,232,1,2395,1751,1767,151,267,405,687
"MONROE","MIDDLE/HIGH","MALE",461,461,968,1606,72,636,744,5,1367,1510,1534,121,220,314,1841
"MONROE","MIDDLE/HIGH","MALE",461,461,968,1606,114,340,448,9,2537,1733,1883,79,168,384,1272
"MONROE","MIDDLE/HIGH","MALE",461,461,968,1606,47,94,254,6,3885,2140,2270,24,124,487,1206
"MONROE","MIDDLE/HIGH","MALE",461,461,968,1606,4,74,132,4,732,490,517,10,61,179,521
"MONROE","MIDDLE/HIGH","MALE",461,461,968,1606,81,301,261,9,2886,1809,1944,56,215,389,1205
"MONROE","MIDDLE/HIGH","MALE",461,461,968,1606,834,752,440,10,3220,2760,2843,354,347,540,2382
"MONROE","MIDDLE/HIGH","MALE",461,461,968,1606,39,128,316,8,2635,1615,1693,41,182,482,1454
"MONROE","MIDDLE/HIGH","MALE",461,461,968,1606,244,312,582,13,6880,4039,4283,165,291,766,1823
"MONTGOMERY","ELEMENTARY","FEMALE",77,77,158,223,48,176,1885,16,1571,1905,1965,237,174,585,2616
"MONTGOMERY","ELEMENTARY","MALE",69,69,165,220,48,176,1885,16,1571,1905,1965,237,174,585,2616
"MONTGOMERY","MIDDLE/HIGH","FEMALE",23,23,72,66,48,176,1885,16,1571,1905,1965,237,174,585,2616
"MONTGOMERY","MIDDLE/HIGH","MALE",27,27,72,94,48,176,1885,16,1571,1905,1965,237,174,585,2616
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,90,2537,4274,4,105,3466,3590,1349,46,766,4340
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,1773,333,1575,5,3499,3598,3642,237,55,845,1771
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,843,104,1579,12,4598,3540,3701,188,105,835,1417
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,54,18,178,1,1970,1103,1146,26,28,326,272
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,62,1511,4952,29,394,3344,3724,1491,120,940,4250
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,455,412,565,13,465,914,1050,128,54,265,717
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,114,435,1624,26,319,1200,1331,519,13,428,1913
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,85,224,525,1,2632,1725,1856,45,114,478,514
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,274,45,257,3,862,726,753,33,38,222,220
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,124,369,813,3,403,829,932,183,49,317,896
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,91,37,164,2,861,572,605,30,22,181,121
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,387,534,422,8,69,720,744,114,44,138,706
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,619,105,271,2,2169,1583,1633,0,50,317,460
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,1057,9,264,5,413,861,924,130,37,179,373
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,2959,70,618,2,3010,3245,3591,351,177,1023,1349
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,163,7,317,6,1960,1227,1321,0,95,356,1
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,1268,10,302,1,3287,2409,2547,124,88,698,549
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,2015,71,95,3,931,1465,1690,151,40,338,388
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,1941,128,1812,9,1392,2582,2810,526,110,668,1848
"NASSAU","ELEMENTARY","FEMALE",1223,1223,2238,5472,122,27,432,11,6004,3376,3337,28,117,827,593
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,90,2537,4274,4,105,3466,3590,1349,46,766,4340
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,1773,333,1575,5,3499,3598,3642,237,55,845,1771
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,843,104,1579,12,4598,3540,3701,188,105,835,1417
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,54,18,178,1,1970,1103,1146,26,28,326,272
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,62,1511,4952,29,394,3344,3724,1491,120,940,4250
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,455,412,565,13,465,914,1050,128,54,265,717
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,114,435,1624,26,319,1200,1331,519,13,428,1913
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,85,224,525,1,2632,1725,1856,45,114,478,514
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,274,45,257,3,862,726,753,33,38,222,220
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,124,369,813,3,403,829,932,183,49,317,896
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,91,37,164,2,861,572,605,30,22,181,121
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,387,534,422,8,69,720,744,114,44,138,706
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,619,105,271,2,2169,1583,1633,0,50,317,460
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,1057,9,264,5,413,861,924,130,37,179,373
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,2959,70,618,2,3010,3245,3591,351,177,1023,1349
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,163,7,317,6,1960,1227,1321,0,95,356,1
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,1268,10,302,1,3287,2409,2547,124,88,698,549
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,58,40,414,4,996,776,789,153,53,220,420
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,2015,71,95,3,931,1465,1690,151,40,338,388
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,1941,128,1812,9,1392,2582,2810,526,110,668,1848
"NASSAU","ELEMENTARY","MALE",1325,1325,2704,5794,122,27,432,11,6004,3376,3337,28,117,827,593
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,90,2537,4274,4,105,3466,3590,1349,46,766,4340
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,1773,333,1575,5,3499,3598,3642,237,55,845,1771
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,843,104,1579,12,4598,3540,3701,188,105,835,1417
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,54,18,178,1,1970,1103,1146,26,28,326,272
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,62,1511,4952,29,394,3344,3724,1491,120,940,4250
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,114,435,1624,26,319,1200,1331,519,13,428,1913
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,85,224,525,1,2632,1725,1856,45,114,478,514
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,124,369,813,3,403,829,932,183,49,317,896
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,619,105,271,2,2169,1583,1633,0,50,317,460
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,2959,70,618,2,3010,3245,3591,351,177,1023,1349
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,163,7,317,6,1960,1227,1321,0,95,356,1
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,1268,10,302,1,3287,2409,2547,124,88,698,549
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,58,40,414,4,996,776,789,153,53,220,420
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,2015,71,95,3,931,1465,1690,151,40,338,388
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,1941,128,1812,9,1392,2582,2810,526,110,668,1848
"NASSAU","MIDDLE/HIGH","FEMALE",873,873,1455,3074,122,27,432,11,6004,3376,3337,28,117,827,593
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,90,2537,4274,4,105,3466,3590,1349,46,766,4340
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,1773,333,1575,5,3499,3598,3642,237,55,845,1771
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,843,104,1579,12,4598,3540,3701,188,105,835,1417
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,54,18,178,1,1970,1103,1146,26,28,326,272
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,62,1511,4952,29,394,3344,3724,1491,120,940,4250
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,114,435,1624,26,319,1200,1331,519,13,428,1913
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,85,224,525,1,2632,1725,1856,45,114,478,514
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,124,369,813,3,403,829,932,183,49,317,896
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,619,105,271,2,2169,1583,1633,0,50,317,460
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,2959,70,618,2,3010,3245,3591,351,177,1023,1349
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,163,7,317,6,1960,1227,1321,0,95,356,1
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,1268,10,302,1,3287,2409,2547,124,88,698,549
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,58,40,414,4,996,776,789,153,53,220,420
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,2015,71,95,3,931,1465,1690,151,40,338,388
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,1941,128,1812,9,1392,2582,2810,526,110,668,1848
"NASSAU","MIDDLE/HIGH","MALE",845,845,1684,3090,122,27,432,11,6004,3376,3337,28,117,827,593
"NIAGARA","ELEMENTARY","FEMALE",143,143,289,703,39,26,50,6,1809,948,1045,13,63,341,464
"NIAGARA","ELEMENTARY","FEMALE",143,143,289,703,25,475,427,21,3186,2208,2294,42,368,794,2563
"NIAGARA","ELEMENTARY","FEMALE",143,143,289,703,34,21,53,6,2749,1460,1486,30,83,328,529
"NIAGARA","ELEMENTARY","FEMALE",143,143,289,703,2,5,33,11,977,515,560,13,47,149,459
"NIAGARA","ELEMENTARY","MALE",124,124,282,628,39,26,50,6,1809,948,1045,13,63,341,464
"NIAGARA","ELEMENTARY","MALE",124,124,282,628,25,475,427,21,3186,2208,2294,42,368,794,2563
"NIAGARA","ELEMENTARY","MALE",124,124,282,628,34,21,53,6,2749,1460,1486,30,83,328,529
"NIAGARA","MIDDLE/HIGH","FEMALE",142,142,217,411,39,26,50,6,1809,948,1045,13,63,341,464
"NIAGARA","MIDDLE/HIGH","FEMALE",142,142,217,411,25,475,427,21,3186,2208,2294,42,368,794,2563
"NIAGARA","MIDDLE/HIGH","FEMALE",142,142,217,411,34,21,53,6,2749,1460,1486,30,83,328,529
"NIAGARA","MIDDLE/HIGH","FEMALE",142,142,217,411,2,5,33,11,977,515,560,13,47,149,459
"NIAGARA","MIDDLE/HIGH","MALE",117,117,266,458,39,26,50,6,1809,948,1045,13,63,341,464
"NIAGARA","MIDDLE/HIGH","MALE",117,117,266,458,25,475,427,21,3186,2208,2294,42,368,794,2563
"NIAGARA","MIDDLE/HIGH","MALE",117,117,266,458,34,21,53,6,2749,1460,1486,30,83,328,529
"NIAGARA","MIDDLE/HIGH","MALE",117,117,266,458,2,5,33,11,977,515,560,13,47,149,459
"ONEIDA","ELEMENTARY","FEMALE",191,191,435,745,10,15,21,1,480,274,267,4,14,67,258
"ONEIDA","ELEMENTARY","FEMALE",191,191,435,745,5,5,32,1,903,498,477,4,29,105,383
"ONEIDA","ELEMENTARY","FEMALE",191,191,435,745,71,458,489,14,4443,2745,2868,67,138,1024,3625
"ONEIDA","ELEMENTARY","FEMALE",191,191,435,745,39,43,134,2,2826,1544,1599,37,99,471,1120
"ONEIDA","ELEMENTARY","MALE",187,187,425,787,10,15,21,1,480,274,267,4,14,67,258
"ONEIDA","ELEMENTARY","MALE",187,187,425,787,5,5,32,1,903,498,477,4,29,105,383
"ONEIDA","ELEMENTARY","MALE",187,187,425,787,71,458,489,14,4443,2745,2868,67,138,1024,3625
"ONEIDA","ELEMENTARY","MALE",187,187,425,787,39,43,134,2,2826,1544,1599,37,99,471,1120
"ONEIDA","MIDDLE/HIGH","FEMALE",66,66,192,315,5,5,32,1,903,498,477,4,29,105,383
"ONEIDA","MIDDLE/HIGH","FEMALE",66,66,192,315,71,458,489,14,4443,2745,2868,67,138,1024,3625
"ONEIDA","MIDDLE/HIGH","FEMALE",66,66,192,315,39,43,134,2,2826,1544,1599,37,99,471,1120
"ONEIDA","MIDDLE/HIGH","MALE",78,78,227,349,5,5,32,1,903,498,477,4,29,105,383
"ONEIDA","MIDDLE/HIGH","MALE",78,78,227,349,71,458,489,14,4443,2745,2868,67,138,1024,3625
"ONEIDA","MIDDLE/HIGH","MALE",78,78,227,349,39,43,134,2,2826,1544,1599,37,99,471,1120
"ONONDAGA","ELEMENTARY","FEMALE",633,633,1273,2450,110,178,97,20,2900,1659,1752,71,106,586,1362
"ONONDAGA","ELEMENTARY","FEMALE",633,633,1273,2450,254,195,104,9,1977,1289,1405,72,155,277,684
"ONONDAGA","ELEMENTARY","FEMALE",633,633,1273,2450,8,2,17,1,577,309,302,9,6,51,213
"ONONDAGA","ELEMENTARY","FEMALE",633,633,1273,2450,11,108,135,23,1045,720,733,59,131,229,962
"ONONDAGA","ELEMENTARY","FEMALE",633,633,1273,2450,46,122,232,12,4720,2573,2816,29,257,758,1511
"ONONDAGA","ELEMENTARY","FEMALE",633,633,1273,2450,442,118,134,13,3370,2093,2110,35,126,391,622
"ONONDAGA","ELEMENTARY","FEMALE",633,633,1273,2450,5,92,41,28,611,432,398,19,53,118,412
"ONONDAGA","ELEMENTARY","FEMALE",633,633,1273,2450,1529,10230,2991,215,4566,10154,10903,3382,1526,4222,15638
"ONONDAGA","ELEMENTARY","FEMALE",633,633,1273,2450,6,5,12,7,721,361,409,4,19,92,260
"ONONDAGA","ELEMENTARY","MALE",619,619,1371,2671,110,178,97,20,2900,1659,1752,71,106,586,1362
"ONONDAGA","ELEMENTARY","MALE",619,619,1371,2671,254,195,104,9,1977,1289,1405,72,155,277,684
"ONONDAGA","ELEMENTARY","MALE",619,619,1371,2671,8,2,17,1,577,309,302,9,6,51,213
"ONONDAGA","ELEMENTARY","MALE",619,619,1371,2671,11,108,135,23,1045,720,733,59,131,229,962
"ONONDAGA","ELEMENTARY","MALE",619,619,1371,2671,46,122,232,12,4720,2573,2816,29,257,758,1511
"ONONDAGA","ELEMENTARY","MALE",619,619,1371,2671,442,118,134,13,3370,2093,2110,35,126,391,622
